AAL,AAPL,ADBE,ADI,ADP,ADSK,AKAM,ALGN,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BIDU,BIIB,BKNG,BMRN,CA,CELG,CERN,CHKP,CHTR,CMCSA,COST,CSCO,CSX,CTAS,CTRP,CTSH,CTXS,DISCA,DISCK,DISH,DLTR,EA,EBAY,ESRX,EXPE,FAST,FB,FISV,FOX,FOXA,GILD,GOOG,GOOGL,HAS,HOLX,HSIC,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,JD,KHC,KLAC,LBTYA,LBTYK,LILA,LILAK,LRCX,MAR,MAT,MCHP,MDLZ,MELI,MNST,MSFT,MU,MXIM,MYL,NCLH,NFLX,NTES,NVDA,ORLY,PAYX,PCAR,PYPL,QCOM,QRTEA,REGN,ROST,SBUX,SHPG,SIRI,STX,SWKS,SYMC,TMUS,TSCO,TSLA,TXN,ULTA,USD,VIAB,VOD,VRSK,VRTX,WBA,WDC,WYNN,XLNX,XRAY
41.185,228.6231,274.705,92.86,151.545,155.85,72.39,394.23,138.92,38.24,208.24,2025.731,83.01,251.12,229.21,356.925,2005,99.37,44.12,90.775,64.32,117.96,322.87,35.23,235.96,48.95,74.85,198.45,37.231,77.44,111.58,32.58,29.95,35.59,81.98,118,32.755,96.2,131.47,58.4,163.705,82.18,45.78,46.185,78.33,1202.4,1214.34,106.36,41.14,86.85,250.65,370.64,69.31,46.5822,228.64,575.99,120.27,25.79,55.4653,101.62,28.37,27.665,21.24,20.96,151.01,130.29,16.0201,79.32,42.995,343.72,58.17,115.51,45.6301,56.96,36.99,57.77,385.6675,235.74,289.0892,346.78,73.92,69.35,87.88,73.183,21.885,406.44,99.8,55.86,177.82,6.24,47.4401,92,21.01,70.47,90.92,307.68,108.361,285,1,32.345,21.39,121.04,194.31,73.28,58.54,125.97,80.29,38
41.18,228.625,274.705,92.86,151.545,155.85,72.39,394.23,138.92,38.24,208.24,2025.731,83.02,251.129,229.21,356.925,2005,99.37,44.12,90.775,64.32,117.96,322.87,35.2425,235.96,48.95,74.845,198.45,37.231,77.44,111.58,32.58,29.95,35.59,81.9899,118.03,32.755,96.2,131.47,58.4,163.6801,82.18,45.78,46.185,78.32,1202.4,1214.34,106.36,41.14,86.85,250.65,370.64,69.31,46.5852,228.64,575.99,120.27,25.79,55.4653,101.62,28.37,27.665,21.24,20.96,151.01,130.28,16.0201,79.32,42.995,343.72,58.17,115.505,45.6301,56.96,36.99,57.77,385.6675,235.67,289.0892,346.78,73.92,69.35,87.88,73.175,21.885,406.44,99.8,55.86,177.82,6.24,47.4401,92,21.01,70.47,90.92,307.68,108.36,285,1,32.345,21.4,121.04,194.31,73.27,58.54,125.97,80.29,38
41.185,228.61,274.705,92.86,151.545,155.85,72.39,394.23,138.92,38.24,208.24,2025.731,83.02,251.13,229.21,356.925,2004.89,99.37,44.12,90.78,64.32,117.96,322.87,35.245,235.96,48.955,74.845,198.45,37.231,77.44,111.58,32.58,29.95,35.59,81.9899,118.03,32.755,96.2,131.47,58.4,163.6904,82.18,45.78,46.185,78.32,1202.4,1214.34,106.36,41.14,86.85,250.65,370.64,69.31,46.5852,228.64,576.18,120.27,25.79,55.4653,101.62,28.37,27.665,21.24,20.96,151.01,130.26,16.0201,79.32,42.995,343.72,58.17,115.505,45.6301,56.96,36.99,57.77,385.6675,235.67,289.0892,346.78,73.92,69.35,87.88,73.175,21.885,406.44,99.8,55.86,177.83,6.245,47.4401,92,21.01,70.47,90.92,307.674,108.36,285,1,32.345,21.3942,121.04,194.31,73.27,58.5375,125.97,80.29,37.99
41.185,228.61,274.705,92.86,151.545,155.85,72.39,394.23,138.92,38.24,208.24,2025.731,83.02,251.16,229.21,356.925,2004.89,99.37,44.12,90.78,64.33,117.96,322.87,35.25,235.96,48.955,74.845,198.45,37.245,77.44,111.58,32.575,29.95,35.59,81.9899,118.03,32.755,96.19,131.47,58.4,163.68,82.18,45.78,46.185,78.32,1202.4,1214.34,106.35,41.14,86.85,250.65,370.64,69.31,46.585,228.64,576.18,120.27,25.7843,55.4696,101.62,28.37,27.665,21.24,20.96,151.01,130.26,16.0201,79.31,42.995,343.72,58.17,115.505,45.6301,56.96,36.99,57.7738,385.6675,235.67,289.0892,346.78,73.92,69.35,87.88,73.17,21.885,406.44,99.8,55.87,177.83,6.2419,47.4401,92,21.005,70.47,90.92,307.674,108.37,285,1,32.345,21.3942,121.04,194.31,73.27,58.5375,125.97,80.29,37.99
41.185,228.61,274.705,92.86,151.545,155.85,72.39,394.23,138.92,38.2499,208.24,2025.731,83.02,251.205,229.21,356.925,2004.89,99.37,44.12,90.78,64.33,117.96,322.87,35.25,235.93,48.955,74.84,198.45,37.245,77.44,111.56,32.57,29.95,35.59,81.9899,118.03,32.755,96.19,131.47,58.4,163.68,82.18,45.78,46.185,78.31,1202.4,1214.34,106.35,41.14,86.85,250.65,370.64,69.31,46.585,228.64,576.18,120.27,25.78,55.4696,101.62,28.37,27.66,21.24,20.96,151.01,130.26,16.0201,79.31,42.995,343.72,58.17,115.505,45.6301,56.96,36.99,57.7738,385.6675,235.67,289.13,346.78,73.92,69.35,87.885,73.17,21.885,406.44,99.8,55.87,177.82,6.24,47.4401,92,21.005,70.47,90.92,307.64,108.37,285,1,32.345,21.3942,121.04,194.31,73.28,58.5375,125.97,80.29,37.99
41.185,228.61,274.705,92.86,151.545,155.85,72.39,394.23,138.92,38.2499,208.24,2025.731,83.03,251.205,229.21,356.925,2004.89,99.425,44.12,90.78,64.33,117.96,322.87,35.25,235.93,48.955,74.84,198.45,37.245,77.44,111.56,32.57,29.95,35.59,81.9899,118.03,32.755,96.19,131.47,58.4,163.68,82.18,45.78,46.185,78.31,1202.4,1214.34,106.35,41.14,86.85,250.65,370.64,69.31,46.585,228.64,576.18,120.27,25.785,55.4696,101.62,28.35,27.66,21.24,20.98,151.01,130.12,16.0201,79.31,42.99,343.72,58.17,115.5001,45.635,56.96,36.99,57.7738,385.71,235.67,289.1,346.78,73.92,69.35,87.885,73.17,21.885,406.44,99.8,55.87,177.83,6.24,47.4401,92.005,21.005,70.47,90.92,307.64,108.37,284.76,1,32.355,21.3942,121.04,194.31,73.28,58.5375,125.97,80.29,37.99
41.185,228.62,274.705,92.86,151.545,155.85,72.39,394.23,138.92,38.2499,208.24,2025.731,83.03,251.205,229.21,356.925,2006,99.43,44.12,90.775,64.33,117.96,322.87,35.25,235.93,48.9567,74.84,198.45,37.245,77.44,111.56,32.57,29.95,35.59,81.9899,118,32.755,96.19,131.47,58.4,163.71,82.18,45.78,46.185,78.31,1202.4,1214.34,106.35,41.14,86.85,250.65,370.64,69.31,46.585,228.64,576.18,120.27,25.785,55.4614,101.62,28.35,27.66,21.24,20.98,151.04,130.18,16.0201,79.3,42.99,343.72,58.17,115.5007,45.645,56.96,36.99,57.7738,385.7042,235.67,289.1499,346.78,73.92,69.35,87.875,73.17,21.885,406.44,99.8,55.87,177.83,6.24,47.4401,92.005,21.005,70.47,90.92,307.58,108.38,284.615,1,32.345,21.3942,121.04,194.31,73.28,58.5375,125.97,80.3,37.99
41.185,228.64,274.705,92.86,151.545,155.85,72.39,394.23,138.92,38.245,208.24,2025.731,83.03,251.2,229.21,356.925,2006,99.43,44.12,90.775,64.33,117.96,322.87,35.245,235.93,48.9567,74.84,198.45,37.245,77.44,111.55,32.57,29.95,35.59,81.9899,118,32.755,96.19,131.47,58.4,163.72,82.18,45.78,46.185,78.31,1202.4,1214.34,106.35,41.14,86.85,250.65,370.64,69.31,46.585,228.64,576.18,120.27,25.785,55.4614,101.62,28.35,27.66,21.24,20.98,151.04,130.18,16.0201,79.3,42.99,343.72,58.17,115.5007,45.654,56.96,36.99,57.7738,385.7224,235.67,289.1499,346.78,73.92,69.35,87.875,73.17,21.885,406.44,99.8,55.87,177.83,6.245,47.4401,92.005,21.005,70.47,90.92,307.66,108.38,284.615,1,32.35,21.3942,121.04,194.31,73.28,58.5375,125.97,80.3,37.99
41.185,228.64,274.705,92.86,151.545,155.85,72.39,394.23,138.92,38.245,208.24,2025.731,83.03,251.2,229.21,356.925,2006.15,99.43,44.12,90.78,64.33,117.96,322.87,35.245,235.92,48.9567,74.84,198.45,37.245,77.44,111.55,32.57,29.95,35.59,81.9899,118,32.755,96.19,131.5,58.38,163.72,82.18,45.78,46.185,78.31,1202.38,1214.34,106.35,41.14,86.85,250.65,370.64,69.31,46.585,228.64,576.18,120.27,25.785,55.4614,101.62,28.35,27.66,21.24,20.98,151.04,130.21,16.0201,79.31,42.99,343.72,58.17,115.5007,45.6582,56.96,36.99,57.7738,385.7224,235.6795,289.1499,346.78,73.92,69.35,87.875,73.17,21.885,406.44,99.8,55.87,177.83,6.24,47.4401,92.005,21.005,70.47,90.92,307.66,108.38,284.615,1,32.35,21.3942,121.04,194.31,73.27,58.5375,125.97,80.3,37.99
41.185,228.63,274.705,92.86,151.545,155.85,72.39,394.23,138.92,38.245,208.275,2025.731,83.03,251.2,229.21,356.99,2006.335,99.43,44.125,90.78,64.33,117.96,322.87,35.2499,235.92,48.9567,74.84,198.45,37.245,77.44,111.56,32.57,29.95,35.59,81.9899,118,32.755,96.19,131.5,58.38,163.72,82.18,45.78,46.185,78.31,1202.38,1214.34,106.35,41.14,86.85,250.65,370.64,69.31,46.584,228.64,576.18,120.27,25.785,55.4614,101.62,28.35,27.66,21.24,20.98,151.04,130.23,16.0201,79.31,42.99,343.72,58.17,115.5007,45.655,56.96,36.99,57.7738,385.7224,235.74,289.1364,346.78,73.92,69.35,87.88,73.17,21.885,406.44,99.74,55.875,177.83,6.24,47.4401,92.005,21.005,70.47,90.92,307.66,108.38,284.615,1,32.35,21.4,121.04,194.31,73.26,58.5375,125.97,80.3,37.99
41.185,228.63,274.705,92.86,151.545,155.85,72.39,394.23,138.92,38.245,208.275,2025.569,83.03,251.2,229.21,357.13,2006.335,99.43,44.125,90.785,64.33,117.97,322.87,35.245,235.92,48.9578,74.84,198.45,37.245,77.44,111.545,32.57,29.95,35.59,81.9899,118,32.755,96.19,131.5,58.38,163.72,82.18,45.78,46.185,78.31,1202.38,1214.34,106.35,41.14,86.85,250.65,370.64,69.31,46.584,228.64,576.18,120.27,25.785,55.4614,101.62,28.35,27.66,21.24,20.98,151.07,130.23,16.0201,79.33,42.99,343.72,58.17,115.5007,45.6566,56.96,36.99,57.7738,385.72,235.74,289.1364,346.78,73.92,69.35,87.885,73.17,21.88,406.44,99.74,55.875,177.83,6.245,47.4401,92.005,21.005,70.47,90.92,307.64,108.38,284.615,1,32.35,21.405,121.04,194.31,73.26,58.5375,125.97,80.3,37.99
41.185,228.65,274.715,92.86,151.56,155.85,72.39,394.23,139.005,38.245,208.275,2025.569,83.0275,251.2,229.27,357.13,2006.335,99.415,44.125,90.785,64.33,117.97,322.87,35.245,235.92,48.9578,74.84,198.45,37.245,77.44,111.54,32.57,29.95,35.59,81.9899,118.01,32.755,96.185,131.5,58.38,163.76,82.18,45.78,46.185,78.305,1202.38,1214.34,106.35,41.14,86.85,250.65,370.64,69.31,46.6,228.64,576.18,120.27,25.785,55.468,101.62,28.35,27.62,21.24,20.98,151.07,130.24,16.0201,79.35,42.99,343.72,58.17,115.51,45.66,56.96,36.99,57.7738,385.84,235.885,289.19,346.78,73.92,69.35,87.885,73.17,21.88,406.44,99.74,55.875,177.83,6.25,47.4401,92.03,21,70.47,90.92,307.65,108.39,284.615,1,32.35,21.405,121.04,194.31,73.27,58.5365,125.97,80.3,37.99
41.185,228.65,274.73,92.86,151.56,155.85,72.39,394.23,139.005,38.25,208.275,2025.569,83.0275,251.2,229.27,357.13,2006.335,99.415,44.125,90.79,64.33,117.97,322.87,35.245,235.92,48.955,74.84,198.45,37.245,77.44,111.515,32.57,29.95,35.59,81.9899,118.02,32.755,96.185,131.51,58.38,163.76,82.18,45.78,46.185,78.305,1202.38,1214.34,106.35,41.14,86.85,250.65,370.64,69.31,46.6,228.64,576.18,120.27,25.785,55.468,101.62,28.35,27.62,21.24,20.98,151.09,130.24,16.0201,79.33,42.99,343.72,58.17,115.51,45.66,56.96,36.99,57.7738,385.725,235.885,289.19,346.78,73.92,69.35,87.885,73.17,21.88,406.44,99.74,55.875,177.89,6.245,47.4401,92.03,21.005,70.47,90.92,307.59,108.39,284.615,1,32.35,21.405,121.04,194.31,73.27,58.5365,125.97,80.3,37.99
41.185,228.67,274.73,92.86,151.56,155.89,72.39,394.23,139.005,38.25,208.275,2025.569,83.0275,251.2,229.27,357.13,2006.335,99.415,44.125,90.79,64.33,117.97,322.87,35.245,235.92,48.955,74.84,198.45,37.245,77.44,111.515,32.57,29.95,35.59,81.9899,118.02,32.755,96.185,131.51,58.38,163.76,82.18,45.775,46.185,78.305,1202.38,1214.34,106.35,41.14,86.85,250.65,370.64,69.31,46.6,228.64,576.18,120.27,25.785,55.46,101.62,28.35,27.62,21.24,20.98,151.1,130.24,16.0201,79.33,42.99,343.72,58.17,115.5,45.6631,56.96,36.99,57.7738,385.805,235.885,289.19,346.78,73.92,69.35,87.885,73.17,21.88,406.44,99.74,55.875,177.89,6.24,47.4401,92.03,21.005,70.47,90.92,307.59,108.39,284.615,1,32.35,21.405,121.04,194.31,73.27,58.5365,125.97,80.3,37.99
41.185,228.68,274.73,92.86,151.56,155.89,72.4,394.23,139.005,38.25,208.275,2025.569,83.025,251.2,229.27,357.13,2006.335,99.415,44.125,90.79,64.33,117.97,322.87,35.245,235.9,48.955,74.84,198.45,37.25,77.44,111.515,32.57,29.95,35.59,81.9899,118.02,32.755,96.185,131.51,58.38,163.76,82.18,45.775,46.185,78.27,1202.38,1214.34,106.35,41.14,86.85,250.65,370.64,69.31,46.6,228.64,576.18,120.27,25.785,55.46,101.62,28.33,27.61,21.24,20.98,151.1,130.24,16.0201,79.33,42.99,343.72,58.17,115.5,45.665,56.96,36.99,57.7738,385.87,235.885,289.19,346.78,73.92,69.32,87.885,73.17,21.88,406.44,99.74,55.875,177.89,6.24,47.4401,92.03,21.005,70.47,90.92,307.46,108.39,284.615,1,32.35,21.405,121.04,194.31,73.27,58.5365,125.97,80.31,37.99
41.18,228.68,274.76,92.86,151.56,155.89,72.4,394.23,139.005,38.25,208.275,2025.569,83.025,251.2,229.29,357.13,2006.335,99.415,44.125,90.785,64.33,117.97,322.9,35.245,235.9,48.955,74.84,198.45,37.25,77.44,111.53,32.57,29.95,35.59,81.9899,118.02,32.755,96.15,131.51,58.38,163.77,82.17,45.775,46.185,78.27,1202.38,1214.34,106.35,41.14,86.83,250.65,370.64,69.31,46.6,228.64,576.18,120.27,25.785,55.47,101.62,28.31,27.6,21.24,20.98,151.1,130.24,16.025,79.33,42.985,343.72,58.17,115.5,45.665,56.96,36.99,57.7738,385.87,235.99,289.1701,346.78,73.93,69.32,87.885,73.17,21.88,406.44,99.74,55.875,177.89,6.2484,47.4401,92.03,21.005,70.46,90.92,307.46,108.39,284.48,1,32.35,21.405,121.04,194.31,73.27,58.5365,125.97,80.31,37.99
41.18,228.68,274.76,92.86,151.57,155.89,72.4,394.23,139.005,38.25,208.2626,2025.569,83.025,251.2,229.29,357.07,2006.335,99.415,44.125,90.79,64.33,117.97,322.9,35.244,235.9,48.96,74.84,198.595,37.255,77.455,111.53,32.57,29.95,35.59,81.9845,118.02,32.755,96.15,131.51,58.38,163.7622,82.17,45.775,46.185,78.27,1202.38,1214.34,106.35,41.14,86.83,250.65,370.64,69.31,46.6,228.64,576.18,120.27,25.785,55.47,101.62,28.31,27.6,21.24,20.98,151.1,130.24,16.025,79.35,42.985,343.72,58.17,115.5,45.665,56.96,36.99,57.7738,385.87,236,289.22,346.78,73.93,69.32,87.885,73.17,21.88,406.44,99.74,55.875,177.89,6.2484,47.4401,92.03,21.005,70.46,90.92,307.46,108.39,284.48,1,32.35,21.405,121.04,194.31,73.27,58.5365,125.97,80.31,37.99
41.18,228.68,274.765,92.86,151.57,155.89,72.4,394.23,139.005,38.25,208.2626,2025.569,83.025,251.2,229.29,357.07,2006.335,99.415,44.125,90.81,64.33,117.97,322.9,35.244,235.9,48.95,74.84,198.595,37.255,77.455,111.53,32.57,29.95,35.59,81.9845,118.01,32.755,96.15,131.51,58.38,163.7699,82.17,45.775,46.185,78.27,1202.38,1214.34,106.35,41.14,86.83,250.65,370.64,69.31,46.595,228.64,576.18,120.27,25.785,55.47,101.62,28.31,27.6,21.24,20.98,151.1,130.25,16.025,79.35,42.99,343.72,58.17,115.5,45.665,56.96,36.99,57.7738,385.89,235.95,289.24,346.78,73.93,69.32,87.88,73.17,21.88,406.44,99.725,55.875,177.89,6.2484,47.4401,92.03,21.005,70.46,90.92,307.4909,108.39,284.48,1,32.35,21.405,121.04,194.31,73.27,58.5365,125.97,80.31,37.99
41.18,228.68,274.765,92.86,151.6,155.89,72.4,394.23,139.005,38.25,208.2626,2025.569,83.03,251.23,229.29,357.07,2006.335,99.415,44.125,90.82,64.33,117.97,322.9,35.25,235.9,48.955,74.85,198.65,37.25,77.46,111.56,32.57,29.95,35.59,81.9845,118.01,32.76,96.15,131.51,58.38,163.7879,82.17,45.775,46.185,78.275,1202.38,1214.34,106.35,41.14,86.81,250.65,370.64,69.35,46.595,228.64,576.18,120.27,25.785,55.47,101.62,28.31,27.6,21.24,20.98,151.1,130.25,16.025,79.35,43,343.72,58.17,115.51,45.665,56.97,36.99,57.755,385.76,235.95,289.28,346.78,73.93,69.32,87.8892,73.18,21.88,406.44,99.74,55.875,177.89,6.2484,47.4401,92.03,21.005,70.46,90.92,307.4909,108.39,284.48,1,32.35,21.405,121.04,194.31,73.3,58.55,125.97,80.31,37.99
41.18,228.68,274.71,92.86,151.6,155.89,72.4,394.23,138.92,38.245,208.2626,2025.569,83.04,251.23,229.29,357.07,2006.335,99.415,44.125,90.82,64.33,117.97,322.9,35.25,235.9,48.955,74.85,198.65,37.25,77.46,111.56,32.57,29.95,35.59,81.9845,118.01,32.76,96.15,131.51,58.38,163.83,82.17,45.775,46.185,78.2797,1202.38,1214.34,106.35,41.14,86.81,250.65,370.64,69.35,46.595,228.64,576.18,120.27,25.78,55.47,101.62,28.31,27.6,21.24,20.98,151.1,130.25,16.025,79.35,43,343.72,58.17,115.51,45.665,56.97,36.99,57.74,385.76,236.025,289.28,346.78,73.93,69.32,87.8892,73.18,21.88,406.44,99.74,55.875,177.89,6.25,47.4401,92.03,21.005,70.46,90.92,307.45,108.39,284.48,1,32.35,21.405,121.04,194.31,73.3,58.55,125.97,80.31,37.99
41.18,228.67,274.71,92.86,151.6,155.89,72.4,394.23,138.92,38.245,208.2626,2025.569,83.04,251.23,229.29,357.07,2006.335,99.415,44.125,90.82,64.33,117.97,322.9,35.25,235.9,48.955,74.85,198.65,37.255,77.46,111.56,32.57,29.94,35.59,81.9845,118.01,32.76,96.15,131.51,58.38,163.83,82.17,45.775,46.185,78.28,1202.38,1214.34,106.35,41.14,86.795,250.65,370.64,69.35,46.59,228.64,576.18,120.27,25.78,55.47,101.62,28.31,27.605,21.24,20.98,151.1,130.25,16.025,79.35,43,343.72,58.17,115.51,45.665,56.97,36.99,57.755,385.885,235.96,289.32,346.78,73.93,69.32,87.8892,73.18,21.88,406.44,99.74,55.875,177.94,6.25,47.4401,92.03,21.01,70.46,90.92,307.4,108.38,284.48,1,32.35,21.405,121.04,194.31,73.28,58.55,125.97,80.31,37.99
41.18,228.67,274.71,92.86,151.6,155.89,72.4,394.23,138.92,38.245,208.2626,2025.569,83.04,251.23,229.36,357.07,2006.335,99.415,44.125,90.81,64.33,117.97,322.9,35.25,235.9,48.9523,74.85,198.65,37.255,77.46,111.56,32.57,29.94,35.59,81.9845,118.01,32.76,96.13,131.51,58.38,163.85,82.17,45.77,46.185,78.28,1202.38,1214.34,106.35,41.14,86.795,250.65,370.64,69.35,46.59,228.64,576.18,120.27,25.78,55.47,101.62,28.31,27.605,21.24,20.98,151.1,130.27,16.025,79.36,43,343.72,58.17,115.51,45.665,56.97,36.99,57.755,385.9,235.96,289.32,346.78,73.93,69.32,87.8892,73.18,21.88,406.44,99.74,55.875,177.94,6.245,47.4401,92.03,21.01,70.46,90.92,307.2,108.37,284.48,1,32.35,21.41,121.04,194.31,73.28,58.54,125.97,80.31,37.99
41.18,228.67,274.71,92.86,151.6,155.89,72.4,394.23,138.92,38.245,208.2626,2025.569,83.04,251.23,229.36,357.07,2006.335,99.415,44.125,90.79,64.33,117.97,322.9,35.25,235.91,48.9523,74.85,198.65,37.255,77.46,111.56,32.57,29.94,35.58,81.98,118.01,32.76,96.1254,131.51,58.38,163.83,82.17,45.77,46.185,78.28,1202.38,1214.34,106.35,41.14,86.77,250.65,370.64,69.35,46.58,228.64,576.085,120.27,25.78,55.465,101.62,28.31,27.6,21.24,20.98,151.1,130.27,16.025,79.36,43,343.72,58.17,115.51,45.665,56.97,36.99,57.755,385.9,236.025,289.2792,346.78,73.93,69.32,87.8892,73.18,21.88,406.44,99.74,55.875,177.94,6.24,47.4401,92.03,21,70.46,90.92,307.2,108.36,284.48,1,32.35,21.415,121.04,194.31,73.28,58.54,125.97,80.31,37.99
41.18,228.68,274.71,92.86,151.6,155.89,72.4,394.23,138.92,38.23,208.2626,2025.569,83.04,251.23,229.36,357.17,2006.335,99.415,44.125,90.79,64.33,117.97,322.9,35.25,235.91,48.955,74.85,198.65,37.255,77.46,111.56,32.57,29.94,35.58,81.98,118,32.76,96.1254,131.51,58.38,163.87,82.17,45.77,46.185,78.28,1202.38,1214.34,106.35,41.14,86.77,250.65,370.64,69.35,46.58,228.64,576.085,120.27,25.78,55.47,101.62,28.31,27.6,21.24,20.98,151.1,130.27,16.025,79.36,43,343.72,58.17,115.515,45.675,56.97,36.99,57.755,385.95,236.025,289.2792,346.78,73.93,69.32,87.8892,73.18,21.88,406.44,99.74,55.875,177.95,6.24,47.4401,92.03,21.005,70.46,90.92,307.2,108.36,284.48,1,32.35,21.42,121.04,194.31,73.28,58.54,125.97,80.31,37.99
41.18,228.68,274.71,92.86,151.6,155.89,72.4,394.23,138.92,38.23,208.23,2025.569,83.04,251.23,229.36,357.17,2006.335,99.415,44.125,90.8,64.33,117.97,323.0516,35.25,235.91,48.955,74.85,198.65,37.255,77.46,111.56,32.57,29.94,35.58,81.98,118,32.76,96.1254,131.51,58.38,163.85,82.17,45.77,46.185,78.29,1202.38,1214.34,106.36,41.14,86.77,250.65,370.64,69.35,46.59,228.64,576.085,120.27,25.78,55.465,101.62,28.31,27.6,21.24,20.98,151.1,130.27,16.025,79.36,43,343.72,58.17,115.515,45.6786,56.97,36.99,57.755,385.99,236.025,289.32,346.78,73.93,69.32,87.87,73.1836,21.88,406.44,99.74,55.875,177.95,6.24,47.4401,92.03,21.0016,70.46,90.92,307.2,108.345,284.48,1,32.35,21.43,121.04,194.31,73.28,58.54,125.97,80.31,37.99
41.18,228.68,274.71,92.86,151.6,155.89,72.4,394.23,138.92,38.23,208.25,2025.53,83.04,251.23,229.5,357.17,2006.335,99.415,44.125,90.79,64.31,117.97,323.0516,35.25,235.91,48.9533,74.85,198.65,37.255,77.46,111.56,32.57,29.94,35.58,81.98,118,32.76,96.12,131.51,58.38,163.85,82.17,45.77,46.185,78.305,1202.38,1214.34,106.36,41.14,86.77,250.65,370.64,69.35,46.585,228.64,576.085,120.27,25.78,55.465,101.62,28.31,27.6,21.24,20.98,151.1,130.27,16.025,79.36,43,343.72,58.17,115.515,45.675,56.97,36.99,57.755,385.915,236.025,289.35,346.78,73.93,69.32,87.835,73.1836,21.88,406.44,99.74,55.875,177.9908,6.24,47.4401,92.03,21.0016,70.48,90.92,307.2,108.345,284.48,1,32.35,21.435,121.04,194.31,73.28,58.54,125.97,80.31,37.99
41.18,228.68,274.71,92.86,151.6,155.89,72.4,394.23,138.92,38.23,208.25,2025.53,83.04,251.23,229.5,357.17,2006.335,99.415,44.125,90.79,64.31,117.97,323.0516,35.25,235.9,48.95,74.85,198.65,37.255,77.46,111.56,32.57,29.94,35.58,81.98,118.015,32.76,96.12,131.49,58.38,163.82,82.17,45.77,46.185,78.32,1202.38,1214.34,106.33,41.14,86.77,250.65,370.64,69.36,46.585,228.64,576.085,120.27,25.78,55.465,101.58,28.31,27.6,21.24,20.98,151.1,130.27,16.025,79.36,43,343.72,58.17,115.515,45.675,56.97,36.99,57.755,386,236.025,289.27,346.78,73.93,69.32,87.85,73.1836,21.88,406.44,99.74,55.875,177.9908,6.24,47.4401,92.03,21.0016,70.48,90.92,307.2,108.34,284.48,1,32.35,21.435,121.04,194.31,73.28,58.54,125.97,80.31,37.99
41.18,228.643,274.715,92.86,151.6,155.89,72.4,394.23,138.92,38.23,208.25,2025.405,83.04,251.23,229.5,357.17,2006.335,99.415,44.125,90.79,64.305,117.97,323.0516,35.245,235.9,48.95,74.85,198.65,37.255,77.46,111.5525,32.55,29.94,35.58,81.98,118.0277,32.76,96.12,131.47,58.35,163.8,82.17,45.77,46.185,78.32,1202.38,1214.34,106.33,41.14,86.77,250.65,370.64,69.36,46.585,228.64,576.085,120.27,25.78,55.48,101.58,28.31,27.6,21.24,20.96,151.1,130.24,16.025,79.36,43,343.72,58.17,115.515,45.68,56.96,36.99,57.755,385.69,236.08,289.26,346.48,73.93,69.32,87.84,73.1836,21.88,406.44,99.74,55.875,177.9908,6.24,47.4401,92.03,21.0016,70.48,90.92,307.13,108.34,284.48,1,32.35,21.4358,121.04,194.23,73.28,58.54,125.97,80.32,37.99
41.185,228.63,274.715,92.86,151.6,155.8743,72.4,394.23,138.92,38.23,208.25,2025.405,83.04,251.2487,229.5,357.17,2006.335,99.405,44.125,90.78,64.305,117.97,323.0516,35.245,235.9,48.95,74.85,198.65,37.255,77.46,111.5525,32.55,29.94,35.58,81.985,118.0277,32.75,96.12,131.47,58.355,163.8,82.17,45.77,46.185,78.2973,1202.38,1214.34,106.33,41.14,86.77,250.65,370.64,69.36,46.587,228.64,576.085,120.27,25.7762,55.48,101.58,28.31,27.6,21.24,20.96,151.1,130.24,16.025,79.36,43,343.72,58.17,115.515,45.675,56.96,36.99,57.755,385.7907,236.08,289.14,346.48,73.93,69.32,87.84,73.18,21.88,406.44,99.74,55.875,177.9908,6.24,47.465,92.03,21.0016,70.48,90.92,307.1,108.34,284.6,1,32.35,21.4358,120.99,194.23,73.28,58.54,125.97,80.32,37.99
41.185,228.63,274.715,92.86,151.57,155.8743,72.4,394.23,138.92,38.23,208.25,2025.405,83.04,251.2487,229.5,357.17,2006.335,99.405,44.125,90.78,64.305,117.97,323.0516,35.245,235.9,48.9501,74.85,198.65,37.255,77.46,111.5525,32.55,29.93,35.58,81.985,118,32.75,96.12,131.47,58.355,163.7734,82.17,45.77,46.185,78.2973,1202.3687,1214.34,106.3,41.14,86.78,250.65,370.64,69.36,46.585,228.64,576.085,120.27,25.78,55.48,101.58,28.31,27.6,21.24,20.96,151.1,130.24,16.025,79.35,43,343.8719,58.17,115.515,45.675,56.96,36.99,57.75,385.7907,236.08,289.17,346.48,73.93,69.32,87.84,73.18,21.88,406.44,99.74,55.875,177.9908,6.24,47.465,92.03,21.0016,70.48,90.92,307.07,108.34,284.6,1,32.35,21.435,120.99,194.23,73.28,58.54,125.97,80.33,37.99
